N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,M3,userId,productId,Rating
0.0861,0.0021,1.058417986,9.773542142,10.53390403,1.092827093,0.8001,0.6001,0.07218234400000001,3.43795975,2.811806968,2.2813412680000003,3.013126414,7.543913257000001,RAISE,A3HFUWKSPF5QEH,594012015,5
0.0851,0.0031,1.5831203809999999,9.47548604,10.53390403,0.021658841,1.2001,0.9001,0.10047727599999999,3.3334401139999996,1.688378898,2.0043958369999997,3.4782175889999998,6.833316544,RAISE,A38ETMHM9ATSF0,594012015,1
0.0841,0.0041,1.692319741,8.950783645,10.53390403,0.033415075,1.6001,1.2001,0.150288096,3.149594276,1.608212213,1.89643958,3.48247647,6.665485821,RAISE,A34O6MND17VDDH,594017343,1
0.0831,0.0051,2.132564322,8.841584285,10.53390403,0.03781389,2.0001,1.5001,0.160654562,3.1111744999999997,1.59340114,1.8742674780000002,3.9008811789999998,7.049869569,RAISE,A3JSAGWSLY5044,594017580,3
0.0821,0.0061,2.7521414810000002,8.401339704,10.53390403,0.04823941599999999,2.4001,1.8001,0.20244767,2.956888896,1.526683864,1.783781221,4.432409422,7.437537734,RAISE,A3B12X05JZKM94,594033896,5
0.0811,0.0071,3.561274723,7.781762545,10.53390403,0.06551672900000001,2.8001,2.1001,0.261265099,2.7398368910000004,1.435435174,1.65700548,5.117627232,7.922980852,RAISE,AKZOMZCNU41GZ,594033896,4
0.0801,0.0081,4.551339263,6.972629303,10.53390403,0.09152874300000001,3.2001,2.4001,0.338077385,2.456440256,1.319748871,1.4921699019999999,5.945865124,8.493834123,RAISE,A2XTFY0GJDF3R2,594033896,4
0.0791,0.0091,5.203855337,5.982564762999999,10.53390403,0.130548723,3.6001,2.7001,0.432065761,2.109717667,1.185407557,1.291940345,6.40036829,8.64063468,RAISE,A3ILG56NE5QU37,594033896,5
0.0781,0.0101,5.263597718,5.330048689,10.53390403,0.17396737199999998,4.0001,3.0001,0.494010134,1.881137041,1.114535893,1.1634756990000001,6.329607456000001,8.384711869,RAISE,AOK77THMKCGXZ,594033896,4
0.0771,0.0111,5.294643928,5.2703063089999995,10.53390403,0.197506553,4.4001,3.3001,0.499681571,1.8600272080000002,1.127520157,1.155517635,6.34870519,8.406238951,RAISE,A24RBL3W5W6SAN,594033926,5
0.0761,0.0121,6.257185109,5.239260099,10.53390403,0.200923575,4.8001,3.6001,0.502628837,1.848961035,1.1254040920000001,1.1495613359999999,7.305037129,9.354921738,RAISE,A2RX85Y4S27N2J,594033926,1
0.0751,0.0131,6.855491239,4.276718917,10.53390403,0.238857586,5.2001,3.9001,0.5940043779999999,1.5118716209999998,0.9947933959999999,0.95489449,7.710835022,9.461564229,RAISE,A253JJFXQNPCOJ,594033926,4
0.0741,0.0141,7.445371647000001,3.678412787,10.53390403,0.320595829,5.6001,4.2001,0.650802516,1.302264475,0.971728067,0.845477851,8.181054204,9.803914509,RAISE,AHYURLVH267MA,594033926,5
0.0731,0.0151,7.977524697000001,3.0885323789999997,10.53390403,0.40481436299999995,6.0001,4.5001,0.706800786,1.0956063329999999,0.9526175290000001,0.738326672,8.595231173,10.09565187,RAISE,A1FXYTO11KEJ2P,594033926,4
0.0721,0.0161,8.375800052999999,2.556379329,10.53390403,0.516589999,6.4001,4.8001,0.757318908,0.909152765,0.971166382,0.648809659,8.887075918999999,10.31281868,RAISE,A2TKKYL3GKFS2M,594033926,5
0.0711,0.0171,9.071191622999999,2.158103974,10.53390403,0.655286166,6.8001,5.1001,0.795127811,0.769556391,1.040064361,0.5927910679999999,9.502812418,10.92765497,RAISE,A3F069UFW04K1E,594033926,5
0.0701,0.0181,9.597844154,1.462712403,10.53390403,0.8406630759999999,7.2001,5.4001,0.861142422,0.525969341,1.1036477470000001,0.48371422,9.890386635,11.25701905,RAISE,A3HQ8RXUMJ2Y58,594033926,5
0.0691,0.0191,9.759630596000001,0.9360598729999999,10.53390403,1.312335102,7.6001,5.7001,0.911138371,0.341440956,1.48305558,0.46733159399999996,9.946842571,11.60061863,RAISE,A2MNKBHPMBB0EA,594033926,5
0.0681,0.0201,10.13516078,0.77427343,10.53390403,2.085257766,8.0001,6.0001,0.9264970109999999,0.284615701,2.227565616,0.587820974,10.29001547,12.65988893,RAISE,A3HGTTFIDLCWDJ,594033926,4
0.0671,0.0211,9.92119163,0.398743246,10.53390403,2.617979744,8.4001,6.3001,0.9621466790000001,0.152980136,2.694469812,0.61538403,10.00094028,12.77190016,RAISE,AYM7NJTTX3M0L,594033926,5
0.0661,0.0221,4.427472974,0.612712396,10.53390403,4.976230556,8.8001,6.6001,0.941834253,0.227669339,5.090065225,1.131847714,4.550015453,9.753915348,RAISE,A2PL24SVISXZM9,594033926,5
0.0651,0.0231,5.304135335,6.1064310520000005,10.53390403,1.445204308,9.2001,6.9001,0.420306941,2.1502708680000002,2.520339742,1.579203383,6.525421545,10.12089672,RAISE,A3I1C8WM8DLSMM,594033926,5
0.0641,0.0241,5.819655276000001,5.229768691,10.53390403,0.17372292600000003,9.6001,7.2001,0.503529871,1.8432390419999998,1.095342447,1.14068801,6.8656090139999995,8.882570982,RAISE,A29LNVZLBG0IYN,594033926,5
0.0631,0.0251,6.795804437,4.71424875,10.53390403,0.222558802,10.0001,7.5001,0.552468986,1.662607063,1.0538623329999999,1.042075998,7.738654187000001,9.623820052000001,RAISE,A2CP4GY6XAWIII,594033926,5
0.0621,0.0261,6.987662589,3.738099589,10.53390403,0.28830911600000003,10.4001,7.8001,0.645136354,1.320754856,0.9486865440000001,0.8501147370000001,7.735282507000001,9.344346479,RAISE,A1UMFN4RKU451R,594033934,5
0.0611,0.0271,7.667741563,3.546241437,10.53390403,0.373861767,10.8001,8.1001,0.663349749,1.253404503,1.000564018,0.826815055,8.37698985,10.00425612,RAISE,A3T3XKC7H5ACI1,594033934,5
0.0601,0.0281,8.572908437999999,2.866162463,10.53390403,0.43244329,11.2001,8.4001,0.72791071,1.0151768620000001,0.940031721,0.695594775,9.146140931,10.59376108,RAISE,A1NQNJ3EAZ6CMZ,594202442,4
0.0591,0.0291,8.965682752000001,1.960995588,10.53390403,0.598215108,11.6001,8.7001,0.813839619,0.698168456,0.9472993359999999,0.538544095,9.35788187,10.65426543,RAISE,A34TPQUVSQXXPX,594287995,5
0.0581,0.0301,9.808041152000001,1.568221274,10.53390403,0.914401114,12.0001,9.0001,0.851126299,0.5604974460000001,1.194649837,0.51917869,10.12168541,11.59658397,RAISE,A2B4F6LP0ZLI8E,594296420,3
0.0571,0.0311,9.950454837,0.725862874,10.53390403,1.250849139,12.4001,9.3001,0.931092701,0.26547200600000004,1.3835851419999998,0.409453031,10.09562741,11.61194856,RAISE,A1RKH6803HVOQL,594296420,5
0.0561,0.0321,6.69025861,0.583449189,10.53390403,2.7416899789999998,12.8001,9.6001,0.944612255,0.215427216,2.849403587,0.677594325,6.806948447999999,9.764065643,RAISE,A3ZNVCQCG57AY,594296420,5
0.0551,0.0331,7.153139836,3.843645416,10.53390403,2.293347471,13.2001,9.9001,0.635116723,1.356295896,2.9714954189999996,1.272447032,7.921868919,11.57151229,RAISE,A1HM74IXWXQ5D8,594296420,5
0.0541,0.0341,7.81796686,3.38076419,10.53390403,0.372206021,13.6001,10.2001,0.679058763,1.1940874670000001,0.969249754,0.790893684,8.494119697999999,10.06041319,RAISE,A2DUI0YVE1DZ48,594296420,5
0.0531,0.0351,8.005158195,2.7159371660000002,10.53390403,0.46249702299999995,14.0001,10.5001,0.742171833,0.961198008,0.9430960270000001,0.669218209,8.548345628,9.972040659,RAISE,AH3LYMIBZ6DKF,594296420,5
0.0521,0.0361,8.411113546000001,2.5287458309999997,10.53390403,0.589495095,14.4001,10.8001,0.759942199,0.8954810409999999,1.037235615,0.655187644,8.916862712,10.40183885,RAISE,AWA0CM7TY98QX,594450209,5
0.0511,0.0371,8.767442162,2.12279048,10.53390403,0.665239934,14.8001,11.1001,0.798480176,0.753196668,1.041838268,0.584965988,9.192000258,10.61043686,RAISE,A244IAP7UBVHH6,594450209,5
0.0511,0.0381,9.509926077000001,1.766461864,10.53390403,0.8260299109999999,15.2001,11.4001,0.83230701,0.6284816520000001,1.140270737,0.5422949739999999,9.86321845,11.31773001,RAISE,A3E7PG9CHDBICA,594450705,5
0.0511,0.0391,9.900119197999999,1.023977949,10.53390403,1.076720225,15.6001,11.7001,0.90279217,0.368612282,1.2610263659999998,0.436511414,10.10491479,11.55024729,RAISE,A2JXAZZI9PHK9Z,594451647,5
0.0511,0.0401,10.35745156,0.633784828,10.53390403,1.9336586709999999,16.0001,12.0001,0.9398338140000001,0.23204469,2.049681016,0.525958548,10.48420853,12.64991189,RAISE,A1RTWWRHVIVWQW,594451647,5
0.0511,0.0411,5.534475407,0.176452462,10.53390403,3.268444151,16.4001,12.3001,0.983249092,0.071978362,3.304433332,0.696875847,5.569765899,8.910188412,HOLD,A2P5U7BDKKT7FW,594451647,2
0.0711,0.0411,6.096694267999999,4.999428619,10.53390403,6.273049812999999,16.4001,12.3001,0.525396415,1.7640200169999998,7.155059821,2.313021973,7.096579992000001,15.13364982,RAISE,A262D8GC5XRU31,594451647,5
0.0911,0.0421,6.402398311000001,4.437209758,10.53390403,0.243895642,16.8001,12.6001,0.578768731,1.571243415,1.02951735,0.991525178,7.289840262999999,9.10497932,RAISE,AAZ084UMH8VZ2,594451647,5
0.0901,0.0431,7.371938666,4.131505715,10.53390403,0.288577672,17.2001,12.9001,0.607789695,1.4640469999999999,1.0206011720000001,0.936143735,8.198239809,9.950864481,RAISE,A3M122DYN9L5N8,594451647,1
0.0891,0.0441,8.350228552999999,3.16196536,10.53390403,0.35686450299999994,17.6001,13.2001,0.699829678,1.124507876,0.919118441,0.7460776259999999,8.982621625,10.463994,RAISE,A3S0RV5ZQ37538,594451647,4
0.0881,0.0451,8.864752809,2.183675473,10.53390403,0.528166985,18.0001,13.5001,0.792700269,0.781906416,0.9191201929999999,0.574777246,9.301487904,10.611561300000002,RAISE,A150Y5KRN7FWJJ,594451647,5
0.0871,0.0461,9.031641438,1.6691512169999998,10.53390403,0.811911195,18.4001,13.8001,0.841544862,0.601622926,1.112722658,0.523355995,9.365471681,10.7790058,RAISE,AEZ3CR6BKIROJ,594451647,4
0.0861,0.0471,9.318446298,1.502262588,10.53390403,1.082183729,18.8001,14.1001,0.857387861,0.543011906,1.353689682,0.542243889,9.618898816,11.24409445,RAISE,A3BY5KCNQZXV5U,594451647,5
0.0851,0.0481,9.633013146,1.215457728,10.53390403,1.2405882129999999,19.2001,14.4001,0.884614695,0.442430205,1.461803315,0.513575765,9.876104692,11.55912311,RAISE,A1JIOBEWHVV8MC,594451647,5
0.0841,0.0491,6.450800213,0.9008908809999999,10.53390403,1.5850840259999999,19.6001,14.7001,0.9144770179999999,0.33213180800000003,1.75114993,0.51629589,6.630978389,8.548194224,RAISE,A2OJRZGW5YVGNS,594451647,5
0.0831,0.0501,6.745422232999999,4.083103813,10.53390403,1.432093576,20.0001,15.0001,0.612384563,1.445706335,2.154946743,1.1538425159999999,7.562042996000001,10.43984291,RAISE,A14KUMEJ094IZ3,594451647,5
0.0821,0.0511,7.161279732000001,3.788481794,10.53390403,0.3304066,20.4001,15.3001,0.640353492,1.3423886280000001,1.001600914,0.871514497,7.918976091,9.591771319,RAISE,A212UCG62RO8JF,594451647,5
0.0811,0.0521,7.858317435,3.372624294,10.53390403,0.378055386,20.8001,15.6001,0.6798314959999999,1.196638503,0.976374637,0.7935941790000001,8.532842294,10.10753618,RAISE,A18U7ZDE2VHD01,594477670,5
0.0801,0.0531,8.290464848,2.675586591,10.53390403,0.466006098,21.2001,15.9001,0.746002376,0.952475307,0.9422437509999999,0.664686404,8.825582166,10.24406357,RAISE,A39J1PTX1KAL66,594477670,5
0.0791,0.0541,9.276912517000001,2.243439178,10.53390403,0.619711945,21.6001,16.2001,0.787026807,0.801023712,1.020223801,0.604556616,9.725600352999999,11.14633601,RAISE,A2IEJQ8754BMSI,594477670,4
0.0781,0.0551,9.303365616,1.2569915090000001,10.53390403,0.8270259879999999,22.0001,16.5001,0.880671828,0.455567028,1.0548095020000001,0.438745414,9.554763917999999,10.83735693,RAISE,APGCN777AZIYR,594478162,4
0.0781,0.0561,9.836897685,1.23053841,10.53390403,1.480259103,22.4001,16.8001,0.8831830620000001,0.44630844399999997,1.703413325,0.563836887,10.08300537,12.00957291,RAISE,A1UMV2TNJ96LMU,594481813,5
0.0781,0.0571,3.1321250739999997,0.6970063409999999,10.53390403,1.598795715,22.8001,17.1001,0.933832097,0.259572219,1.728581825,0.475502475,3.271526342,5.129894277,RAISE,A7S2B0I67WNWB,594481813,4
0.0781,0.0581,3.455789476,7.401778952000001,10.53390403,0.898736465,23.2001,17.4001,0.297337537,2.606242633,2.201857782,1.743492873,4.9361452660000005,8.441124365,RAISE,A3HICVLF4PFFMN,594481813,5
0.0781,0.0591,4.053327145,7.07811455,10.53390403,0.09337726800000001,23.6001,17.7001,0.328063505,2.492960093,1.339857314,1.5144515090000001,5.468950055,8.055287416,RAISE,A3HGP1YI7G80HA,594481813,5
0.0781,0.0601,4.082991668,6.480576881,10.53390403,0.11453126699999999,24.0001,18.0001,0.384788691,2.283821908,1.256442221,1.3931993980000001,5.3791070439999995,7.77746022,RAISE,A2SRW2W1GXYKQZ,594481813,5
0.0781,0.0611,4.436123098,6.450912357999999,10.53390403,0.126007044,24.4001,18.3001,0.387604791,2.273439325,1.2627267070000001,1.389265004,5.72630557,8.125751939,RAISE,A3S51KDTK4P2JP,594481813,4
0.0981,0.0621,4.591317309,6.097780928,10.53390403,0.13753475,24.8001,18.6001,0.42112811,2.153843325,1.214456412,1.319812945,5.810873495,8.102251569,RAISE,A2ATRYXF83T83K,594481813,5
0.1181,0.0631,4.960339826,5.942586717,10.53390403,0.150589776,25.2001,18.9001,0.43586094,2.103525351,1.2023524509999999,1.292233166,6.148857168999999,8.402972296,RAISE,A5MJPMMDAA1RQ,594481813,5
0.1171,0.0641,5.7743805329999995,5.5735642,10.53390403,0.16694211,25.6001,19.2001,0.470892825,1.97416747,1.154025845,1.217888904,6.889093373,9.030202953,RAISE,A1RGYV1ASMTMSE,594481813,1
0.1161,0.0651,5.923953628,4.7595234930000005,10.53390403,0.20720602899999999,26.0001,19.5001,0.548170984,1.6890532230000002,1.05173264,1.0548731390000001,6.875858327,8.772117578,RAISE,ANSKSPEEAKY7S,594481813,5
0.1151,0.0661,6.550082829,4.6099503980000005,10.53390403,0.24893053399999998,26.4001,19.8001,0.562370192,1.6365026390000001,1.067181854,1.03168769,7.4720729089999995,9.357506082,RAISE,A2QBZA4S1ROX9Q,594481813,3
0.1141,0.0671,6.732731649,3.9838211969999997,10.53390403,0.28417151,26.8001,20.1001,0.621809617,1.417157419,0.992750219,0.907128753,7.529495888,9.230824817,RAISE,A2FT4NPBE189NB,594481813,5
0.1131,0.0681,7.604977075,3.801172377,10.53390403,0.338003706,27.2001,20.4001,0.639148756,1.353030332,1.014518872,0.87941894,8.36521155,10.05624559,RAISE,AEFUHKIXACWJW,594481813,5
0.1121,0.0691,8.433904987,2.9289269510000002,10.53390403,0.4001385,27.6001,20.7001,0.7219523790000001,1.0475444329999999,0.923910716,0.70855436,9.019690377,10.46737331,RAISE,ANY6JUFM0GH8U,594481813,5
0.1111,0.0701,8.780938936,2.099999039,10.53390403,0.575904086,28.0001,21.0001,0.800643804,0.7572196640000001,0.954513918,0.569512615,9.200938744,10.53406249,RAISE,A29AHNG4TUERKG,594481813,1
0.1101,0.0711,9.245004615,1.75296509,10.53390403,0.836280281,28.4001,21.3001,0.83358828,0.635557782,1.154059172,0.548590725,9.595597632999999,11.067435699999999,RAISE,AT09WGFUM934H,594481813,3
0.1091,0.0721,10.107593199999998,1.288899411,10.53390403,1.054784795,28.8001,21.6001,0.8776427609999999,0.472934794,1.291252192,0.494717835,10.36537308,11.89309267,RAISE,A1JB5VD57VRYAX,594481813,5
0.1081,0.0731,7.714916242999999,0.426310824,10.53390403,1.568406831,29.2001,21.9001,0.9595296459999999,0.170828788,1.653821225,0.41617863899999996,7.800178408,9.539414027000001,RAISE,A22055Y81HHDQ9,594481813,1
0.1071,0.0741,7.865190279,2.8189877830000003,10.53390403,3.6193855760000004,29.6001,22.2001,0.732389077,1.0080657240000002,4.123418438,1.32871655,8.428987836000001,13.05643914,RAISE,A2CVNEE0H2F1YE,594481813,4
0.1071,0.0751,8.08386305,2.668713747,10.53390403,0.558015209,30.0001,22.5001,0.746654826,0.955469811,1.035750115,0.6848849290000001,8.617605799,10.13109082,RAISE,ASLRVLGGF5F2J,594481813,5
0.1071,0.0761,8.188165178,2.450040977,10.53390403,0.605824664,30.4001,22.8001,0.767413775,0.878934342,1.045291835,0.648525538,8.678173373,10.16293238,RAISE,A2TSQNO5HXCYN2,594481813,5
0.1071,0.0771,8.622256059,2.3457388480000003,10.53390403,0.6684104679999999,30.8001,23.1001,0.777315339,0.8424285970000001,1.089624766,0.639139252,9.091403828999999,10.60224289,RAISE,A1G0KYO61NFVTF,594481813,5
